id,title,brand,reason
DM525,True RMS Wireless Multimeter 1000V w/ Power Factor,UEI,Brand: UEI
DT304,Quad Input Logging Thermometer,UEI,Brand: UEI
GASPRS1,"1"" Brass Gas Pressure Gauge",,Brand: BLANK
Y121010,12 x 10 x 10 Wye,Southwark,Brand: Southwark
90FLMSN,Right Angle Universal Flame Sensor,,Brand: BLANK
12WIRE250,12-2 High Voltage Wire 250' Roll,,Brand: BLANK
34TRACFLM,"3/4"" Trac Pipe Floor Mount Fittings",,Brand: BLANK
34ROME,¾” Romex Connectors,,Brand: BLANK
GM3464,TuttoKool Universal Blower Motor 1/2 to 1/6 208-230V 1075 RPM 208-230V,,Brand: BLANK
20A115,20A 1 Pole 115V Breaker,,Brand: BLANK
SWCAP4,"4"" White Plastic Sidewall Cap With 11"" Long Collar, Screen and Damper",Builders Best,Brand: Builders Best
R814,"14"" R-8 Flex",Quality Flex,Brand: Quality Flex
AA,AA Batteries,,Brand: BLANK
"RXQ09ASBU9, FTXQ09ASBU9",Daikin OTERRA 18 SEER2 9K BTU Heat Pump R-32 and 9K BTU Hi-Wall Fan Coil R-32,Daikin,Brand: Daikin
4MXM36AVJU9,Daikin MXM 36K BTU 4-Zone Heat Pump R-32,Daikin,Brand: Daikin
GAS13434T,1”x¾x¾ Tee,,Brand: BLANK
CAP303MF,30/3 MF / 440 VA 440V 30+3 MFD HVAC Capacitor,Hartland Controls,Brand: Hartland Controls
GASNIP3412,3/4” x 12” fitting,,Brand: BLANK
SWCAP8,"8"" Silver Metal Sidewall Cap With 5"" Long Collar, Screen and Damper",Builders Best,Brand: Builders Best
WSTK31436,"Trunk line with out end caps (3.25 x 14 x 36) 25"" x 14"" x 36"" HVAC ...",,Brand: BLANK
AA143W,"Aprilaire 14"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,Brand: Aprilaire
D SB PVC CEMENT,BLUE MONSTER PVC CEMENT 1/4 PINT (4 FL OZ),Blue Monster Products Mill-Rose,Brand: Blue Monster Products Mill-Rose
SPY600634P,Spyder 1/2-in Rapid Core Eject Quick Change Hss Hole Saw Arbor,Spyder,Brand: Spyder
PRSWTUB,Pressure Switch Tubing,,Brand: BLANK
906106,6x10x6 90 Degree Boot,Gray Metal Products,Brand: Gray Metal Products
CE6148,6x14x8 Center End Boot,Gray Metal Products,Brand: Gray Metal Products
HVYRCP48,"Black Plastic Universal Roof Cap Fits from 4"" to 8"" connections (Adapter Required)",,Brand: BLANK
DAFM3B,Digital Anemometer w/ Humidity Tester,UEI,Brand: UEI
3428BARB,"3428"" 3/4”x 3/8” PVC Barb Adapters",American Air Components,Brand: American Air Components
PF1425,14x25x1” Pleated Filter,GlassFloss,Brand: GlassFloss
GAS190,1” 90s,,Brand: BLANK
ELB78,"7/8"" Copper 90",American Air Components,Brand: American Air Components
DIY-36-HP-WM-230D25-O,MRCOOL 36k DIY 5th Generation Mini-split Air Handler & Condenser 230v,MRCOOL,Brand: MRCOOL
TRAN40VA,120V/240V 40VA Transformer,Hartland Controls,Brand: Hartland Controls
AABYP08,"Aprilaire 8"" Round Barometric By-Pass Damper",Aprilaire,Brand: Aprilaire
JQK10,Zip Screws 100 Count,,Brand: BLANK
R816,"16"" R-8 Flex",Quality Flex,Brand: Quality Flex
WI-70,VAPCO Hand and Surface 70 ct. Cleaning Wipes WI-70,VAPCO,Brand: VAPCO
ROSSLV4,Rossi 4 in. Manual Damper Sleeve,Rossi,Brand: Rossi
EM201B,Static Pressure Differential Manometer,UEI,Brand: UEI
34PVCP,"34"" PVC 3/4"" P-Traps",American Air Components,Brand: American Air Components
CONPL1,Single Pole 240V 24V Coil Contactor 240V HVAC Relay,Hartland Controls,Brand: Hartland Controls
Y1086,10 x 8 x 6 Wye,Southwark,Brand: Southwark
